001 The Alternative Rock Wedding Cocktail Hour,,,,
Moonbathing-Tom Middleton (ambient electronica),Moonbathing,Tom Middleton (ambient electronica),,
Thus Spoke Zarathustra (2001 : A Space Odyssey)-Richard Strauss (classical/sountrack),Thus Spoke Zarathustra (2001 : A Space Odyssey),Richard Strauss (classical/sountrack),,
"Mars, the Bringer of War-Gustav Holst (classical)","Mars, the Bringer of War",Gustav Holst (classical),LENGTH,
Throne Room-John Williams (classical/soundtrack),Throne Room,John Williams (classical/soundtrack),LENGTH,
Exploration of Space (Club Mix)-Cosmic Gate (trance),Exploration of Space (Club Mix),Cosmic Gate (trance),,
12:18-Global Communication (downtempo ambient electronica),12:18,Global Communication (downtempo ambient electronica),LENGTH,
,,,,
050 The Freestyle Wedding Cocktail Hour,,,,
I Wanna Be The One-Stevie B,I Wanna Be The One,Stevie B,,
I Can't Wait-Nu Shooz,I Can't Wait,Nu Shooz,,
Lost in Emotion-Lisa Lisa and Cult Jam,Lost in Emotion,Lisa Lisa and Cult Jam,,
Two to Make It Right-Seduction,Two to Make It Right,Seduction,,
You Are The One-TKA,You Are The One,TKA,,
Show Me-Cover Girls,Show Me,Cover Girls,,
Take Me in Your Arms-Lil Suzy,Take Me in Your Arms,Lil Suzy,,
In A Dream-Rockell,In A Dream,Rockell,,
Fascinated-Company B,Fascinated,Company B,,
All and All-Joyce Sims,All and All,Joyce Sims,LENGTH,
Come into My Arms-Judy Torres,Come into My Arms,Judy Torres,,
Baby Talk-Alisha,Baby Talk,Alisha,,
"Summertime, Summertime-Nocera","Summertime, Summertime",Nocera,,
Catch Me I'm Falling-Pretty Poison,Catch Me I'm Falling,Pretty Poison,,
Let Me Be the One-Expose,Let Me Be the One,Expose,,
Object of my Desire-Starpoint,Object of my Desire,Starpoint,,
I'll Be Loving You-Collage,I'll Be Loving You,Collage,,
,,,,
051 The African Safari Wedding Cocktail Hour,,,,
Hello My Baby-Ladysmith Black Mambazo,Hello My Baby,Ladysmith Black Mambazo,,
Say Africa-Vusi Mahlasela,Say Africa,Vusi Mahlasela,,
I Just Can't Wait to Be King-Jason Weaver,I Just Can't Wait to Be King,Jason Weaver,,
Under African Skies-Paul Simon,Under African Skies,Paul Simon,,
Graceland-Paul Simon,Graceland,Paul Simon,,
Bamako-Youssou N'Dour,Bamako,Youssou N'Dour,,
4-4-44-Youssou N'Dour,4,4-44-Youssou N'Dour,,
Gin-Go-Lo-Ba-Olatunji,Gin,Go-Lo-Ba-Olatunji,,
Jingo-Santana,Jingo,Santana,,
Thul'ulalele-Amaswazi Emvelo,Thul'ulalele,Amaswazi Emvelo,,
Sabothoka Isidudla-Ihashi Elimhlophe,Sabothoka Isidudla,Ihashi Elimhlophe,,
Hello Afrika-Dr. Alban,Hello Afrika,Dr. Alban,,
Soul Makossa-Manu Dibango,Soul Makossa,Manu Dibango,,
Sorry Sorry-Femi Kuti (Afro-beat),Sorry Sorry,Femi Kuti (Afro-beat),LENGTH,
Truth Don Die (Kerri Chandler Remix)-Femi Kuti (Afro-beat),Truth Don Die (Kerri Chandler Remix),Femi Kuti (Afro-beat),LENGTH,
Night in Tunisia (DJ Jazzy Jeff Re-Work)-Duke Jordan,Night in Tunisia (DJ Jazzy Jeff Re,Work)-Duke Jordan,LENGTH,
Waka Waka (This Time for Africa)-Shakira,Waka Waka (This Time for Africa),Shakira,,
Africa-Toto (80s Throwback),Africa,Toto (80s Throwback),,
,,,,
052 The Sunset Sessions Wedding Cocktail Hour,,,,
Summer Madness-Kool & The Gang,Summer Madness,Kool & The Gang,,
Catching a Wave-Cory Oliveros,Catching a Wave,Cory Oliveros,,
Waiting in Vain-Maxi Priest,Waiting in Vain,Maxi Priest,,
Suavecito-Malo,Suavecito,Malo,,
Fall in Love-Badbadnotgood,Fall in Love,Badbadnotgood,,
Everybody Loves the Sunshine-Roy Ayers,Everybody Loves the Sunshine,Roy Ayers,,
Something Good-Juan Luis Guerra,Something Good,Juan Luis Guerra,,
Love Hangover-JetTricks,Love Hangover,JetTricks,,
When Ya Gotta Go Ya Gotta Go-Gelka,When Ya Gotta Go Ya Gotta Go,Gelka,,
Days Like This (Spinna & Ticklah Club Mix)-Shaun Escoffery,Days Like This (Spinna & Ticklah Club Mix),Shaun Escoffery,,
Beautiful-Triangle Sun,Beautiful,Triangle Sun,,
Perfect Day-Michael Ashe,Perfect Day,Michael Ashe,,
Lovers Rock-Sade,Lovers Rock,Sade,,
Latch-Daniela Andrade,Latch,Daniela Andrade,,
Put Your Records On-Marcel Mangabeira,Put Your Records On,Marcel Mangabeira,,
Night and Day-Bebel Gilberto,Night and Day,Bebel Gilberto,,
,,,,
053 The 70s Soft Rock Wedding Cocktail Hour (Volume 2),,,,
Tiny Dancer-Elton John,Tiny Dancer,Elton John,,
Nobody it Does it Better-Carly Simon,Nobody it Does it Better,Carly Simon,,
Fooled Around and Fell in Love-Elvin Bishop,Fooled Around and Fell in Love,Elvin Bishop,,
Dream Weaver-Gary Wright,Dream Weaver,Gary Wright,,
Dance With Me-Orleans,Dance With Me,Orleans,,
Come and Get Your Love-Redbone,Come and Get Your Love,Redbone,,
Hooked On a Feeling-Blue Swede,Hooked On a Feeling,Blue Swede,,
I Just Want to be Your Everything-Andy Gibb,I Just Want to be Your Everything,Andy Gibb,,
How Deep Is Your Love-Bee Gees,How Deep Is Your Love,Bee Gees,,
Undercover Angel-Alan O' Day,Undercover Angel,Alan O' Day,,
Steal Away-Robbie Dupree,Steal Away,Robbie Dupree,,
Stumblin' In-Suzi Quatro,Stumblin' In,Suzi Quatro,,
I Saw The Light-Todd Rundgren,I Saw The Light,Todd Rundgren,,
Biggest Part of Me-Ambrosia,Biggest Part of Me,Ambrosia,,
Please Come to Boston-Dave Loggins,Please Come to Boston,Dave Loggins,,
Baby I'm-A Want You-Bread,Baby I'm,A Want You-Bread,,
Show and Tell-Al Wilson,Show and Tell,Al Wilson,,
Black Water-Doobie Brothers,Black Water,Doobie Brothers,,
You Make Loving Fun-Fleetwood Mac,You Make Loving Fun,Fleetwood Mac,,
Zoom-Commodores,Zoom,Commodores,,
Solsbury Hill-Peter Gabriel,Solsbury Hill,Peter Gabriel,,
Cool Night-Paul Davis,Cool Night,Paul Davis,,
Oh Honey-Delegation,Oh Honey,Delegation,,
Ride Captain Ride -Blues Image,Ride Captain Ride,Blues Image,,
Thunder Island-Jay Ferguson,Thunder Island,Jay Ferguson,,
Blinded by The Light-Manfred Mann's Earth Band,Blinded by The Light,Manfred Mann's Earth Band,,
Summer Breeze-Seals and Croft,Summer Breeze,Seals and Croft,,
Too Late to Turn Back Now-Cornelius Brother & Sister Rose,Too Late to Turn Back Now,Cornelius Brother & Sister Rose,,
We've Only Just Begun-The Carpenters,We've Only Just Begun,The Carpenters,,
,,,,
054 The Bar Life Wedding Cocktail Hour,,,,
Boat Drinks-Jimmy Buffett,Boat Drinks,Jimmy Buffett,,
"Red, Red Wine-UB40","Red, Red Wine",UB40,,
Kokomo-The Beach Boys,Kokomo,The Beach Boys,,
Rum is the Reason-Toby Keith,Rum is the Reason,Toby Keith,,
It’s Five O’Clock Somewhere-Alan Jackson & Jimmy Buffett,It’s Five O’Clock Somewhere,Alan Jackson & Jimmy Buffett,,
Margaritaville-Jimmy Buffett,Margaritaville,Jimmy Buffett,,
Beer in Mexico-Kenny Chesney,Beer in Mexico,Kenny Chesney,,
Toes-Zac Brown Band,Toes,Zac Brown Band,,
People are Crazy-Billy Currington,People are Crazy,Billy Currington,,
Ten Rounds with Jose Cuervo-Tracy Byrd,Ten Rounds with Jose Cuervo,Tracy Byrd,,
Escape (The Pina Colada Song)-Rupert Holmes,Escape (The Pina Colada Song),Rupert Holmes,,
Alcohol-Brad Paisley,Alcohol,Brad Paisley,,
Whiskey and Wimmen-John Lee Hooker,Whiskey and Wimmen,John Lee Hooker,,
Alabama Song (Whiskey Bar)-The Doors,Alabama Song (Whiskey Bar),The Doors,,
Roadhouse Blues-The Doors,Roadhouse Blues,The Doors,,
Piano Man-Billy Joel,Piano Man,Billy Joel,,
We are Young-fun.,We are Young,fun.,,
Closing Time-Semisonic,Closing Time,Semisonic,,
,,,,
055 The Hip Hop / R&B Cocktails Side Menu,,,,
Brass Monkey-The Beastie Boys,Brass Monkey,The Beastie Boys, CHECK LYRICS ON ALL,
Funky Cold Medina-Tone Loc,Funky Cold Medina,Tone Loc,,
Pass the Courvoisier-Busta Rhymes & P. Diddy,Pass the Courvoisier,Busta Rhymes & P. Diddy,,
Gin & Juice-Snoop Dogg,Gin & Juice,Snoop Dogg,,
Swimming Pool (Drank)-Kendrick Lamar,Swimming Pool (Drank),Kendrick Lamar,,
Bartender-T-Pain f/ Akon,Bartender,T-Pain f/ Akon,,
Pop Champagne-Jim Jones,Pop Champagne,Jim Jones,,
Bottoms Up-Trey Songz & Nicki Minaj,Bottoms Up,Trey Songz & Nicki Minaj,,
Cherry Wine-Nas & Amy Winehouse,Cherry Wine,Nas & Amy Winehouse,,
Me U & Henne$$y-Dej Loaf,Me U & Henne$$y,Dej Loaf,,
Cheers (Drink to That)-Rihanna,Cheers (Drink to That),Rihanna,,
Rehab-Amy Winehouse,Rehab,Amy Winehouse,,
Drunk in Love-Beyonce w/ Jay-Z,Drunk in Love,Beyonce w/ Jay-Z,,
Tipsy-J-Kwon,Tipsy,J-Kwon,,
Blame It-Jamie Foxx,Blame It,Jamie Foxx,,
Patron Tequila-Paradise Girls,Patron Tequila,Paradise Girls,,
Put Your Drinks Up-Kardinal Offshall,Put Your Drinks Up,Kardinal Offshall,,
,,,,
056 The New Orleans Wedding Cocktail Hour,,,,
Basin Street Blues-Sidney Bechet,Basin Street Blues,Sidney Bechet,,
Gladiolus Rag-Roy Eaton ,Gladiolus Rag,Roy Eaton,,
When The Saints Go Marching In-Louis Armstrong,When The Saints Go Marching In,Louis Armstrong,,
Just a Little While To Stay Here-Preservation Hall Jazz Band,Just a Little While To Stay Here,Preservation Hall Jazz Band,,
Drop Me Off in New Orleans-Kermit Ruffins,Drop Me Off in New Orleans,Kermit Ruffins,,
Bourbon Street Parade-The Young Olympia Brass Band,Bourbon Street Parade,The Young Olympia Brass Band,,
Mardi Gras in New Orleans-Professor Longhair,Mardi Gras in New Orleans,Professor Longhair,,
"Shrimp Po-Boy, Dressed-Allen Toussaint",Shrimp Po,"Boy, Dressed-Allen Toussaint",,
On the Sunny Side of the Street-Allen Toussaint,On the Sunny Side of the Street,Allen Toussaint,,
Charlie Brown-Wynton Marsalis,Charlie Brown,Wynton Marsalis,,
Louisiana Sunday Afternoon-Diana Schuur,Louisiana Sunday Afternoon,Diana Schuur,,
Iko Iko-Dr. John,Iko Iko,Dr. John,,
Ya Ya-Lee Dorsey,Ya Ya,Lee Dorsey,,
Mother in Law-Ernie K-Doe,Mother in Law,Ernie K-Doe,,
Give Him Cornbread-Beau Jocque and the Zydeco Hi-Rollers,Give Him Cornbread,Beau Jocque and the Zydeco Hi-Rollers,,
"Where There's Smoke, There's Fire-Buckwheat Zydeco","Where There's Smoke, There's Fire",Buckwheat Zydeco,,
"Do You Know What It Means to Miss New Orleans-Harry Connick, Jr.",Do You Know What It Means to Miss New Orleans,"Harry Connick, Jr.",,
,,,,
057 The Blues Wedding Cocktail Hour,,,,
Everyday I Have The Blues (Live)- B.B. King,Everyday I Have The Blues (Live),B.B. King,LIVE,
Boom Boom- John Lee Hooker,Boom Boom,John Lee Hooker,,
Got My Mo-Jo Working- Ann Cole,Got My Mo,Jo Working- Ann Cole,,
Rollin’ and Tumblin’- Canned Heat,Rollin’ and Tumblin’,Canned Heat,,
All Your Love- Otis Rush,All Your Love,Otis Rush,,
Southbound- The Allman Brothers Band,Southbound,The Allman Brothers Band,,
Help Me (Live)- Junior Wells,Help Me (Live),Junior Wells,LIVE,
Cruisin’ For A Love- The J. Geils Band,Cruisin’ For A Love,The J. Geils Band,,
Crosscut Saw- Albert King,Crosscut Saw,Albert King,,
Hideaway- Freddie King,Hideaway,Freddie King,,
"Shake For Me- John Hammond, Jr.",Shake For Me,"John Hammond, Jr.",,
Call it Stormy Monday- T-Bone Walker,Call it Stormy Monday,T-Bone Walker,,
I Got A Woman- Ray Charles,I Got A Woman,Ray Charles,,
See See Rider- The Animals,See See Rider,The Animals,,
"Shake, Rattle, and Roll- Big Joe Turner","Shake, Rattle, and Roll",Big Joe Turner,,
Hound Dog- Big Mama Thornton,Hound Dog,Big Mama Thornton,,
Smokestack Lightnin’- Howlin’ Wolf,Smokestack Lightnin’,Howlin’ Wolf,,
,,,,
058 The 80s 90s Something Wedding Cocktail Hour,,,,
Keep on Movin'-Soul II Soul,Keep on Movin',Soul II Soul,LENGTH,
Kiss of Life-Sade,Kiss of Life,Sade,,
"Damn, I Wish I Was Your Lover-Sophie B. Hawkins","Damn, I Wish I Was Your Lover",Sophie B. Hawkins,,
Tom's Diner-Suzanne Vega,Tom's Diner,Suzanne Vega,,
Monkey-George Michael,Monkey,George Michael,,
Crazy-Seal,Crazy,Seal,LENGTH,
Change-Lisa Stansfield,Change,Lisa Stansfield,,
That's the Way Love Goes-Janet Jackson,That's the Way Love Goes,Janet Jackson,,
Set Adrift a Memory Bliss of You-P.M. Dawn,Set Adrift a Memory Bliss of You,P.M. Dawn,,
Blame it on the Rain-Milli Vanilli,Blame it on the Rain,Milli Vanilli,,
Close to You-Maxi Priest,Close to You,Maxi Priest,,
Wishing Well-Terence Trent D'Arby,Wishing Well,Terence Trent D'Arby,,
All Around the World-Lisa Stansfield,All Around the World,Lisa Stansfield,,
Hold You Tight-Tara Kemp,Hold You Tight,Tara Kemp,,
Two To Make It Right-Seduction,Two To Make It Right,Seduction,,
Crush-Jennifer Paige,Crush,Jennifer Paige,,
Lovefool-The Cardigans,Lovefool,The Cardigans,,
Just Another Day-Jon Secada,Just Another Day,Jon Secada,,
Whip Appeal-Babyface,Whip Appeal,Babyface,,
Nothing Compares to You-Sinead O'Connor,Nothing Compares to You,Sinead O'Connor,,
,,,,
059 The Boy Bands Wedding Cocktail Hour (Volume 1),,,,
Candy Girl-New Edition,Candy Girl,New Edition,,
Step by Step-New Kids on The Block,Step by Step,New Kids on The Block,,
All 4 Love-Color Me Badd,All 4 Love,Color Me Badd,,
Faded-Soul Decision,Faded,Soul Decision,,
When The Lights Go Out-Five,When The Lights Go Out,Five,,
I Can Love You Like That-All-4-One,I Can Love You Like That,All-4-One,,
I Want It That Way-Backstreet Boys,I Want It That Way,Backstreet Boys,,
Thank You-Boyz II Men,Thank You,Boyz II Men,,
Burnin' Up-Jonas Brothers,Burnin' Up,Jonas Brothers,,
Back Here-BB Mak,Back Here,BB Mak,,
Back for Good-Take That,Back for Good,Take That,,
Say It-Voices of Theory,Say It,Voices of Theory,,
I Do (Cherish You)-98 Degrees,I Do (Cherish You),98 Degrees,,
Baby I'm Yours-Shai,Baby I'm Yours,Shai,,
Anything-3T,Anything,3T,,
Boyfriend-Big Time Rush,Boyfriend,Big Time Rush,,
Classic-MKTO,Classic,MKTO,,
MmmBop-Hanson,MmmBop,Hanson,,
Candy Rain-Soul 4 Real,Candy Rain,Soul 4 Real,,
Alayna-LFO,Alayna,LFO,,
Glad You Came-The Wanted,Glad You Came,The Wanted,,
Best Song Ever-One Direction,Best Song Ever,One Direction,,
,,,,
060 The New Years Eve Style Wedding Cocktail Hour,,,,
Rise-Herb Alpert,Rise,Herb Alpert,,
Feels So Good-Chuck Mangione,Feels So Good,Chuck Mangione,,
"Europa (Earth's Cry, Heaven's Smile)-Gato Barbieri","Europa (Earth's Cry, Heaven's Smile)",Gato Barbieri,,
Brazil-Kenny G.,Brazil,Kenny G.,,
I.G.Y.-Donald Fagen,I.G.Y.,Donald Fagen,,
Kiss on My List-Hall & Oates,Kiss on My List,Hall & Oates,,
Love's Theme-Love Unlimited Orchestra,Love's Theme,Love Unlimited Orchestra,,
Tangerine-The Salsoul Orchestra,Tangerine,The Salsoul Orchestra,,
Love in C Minor-Cerrone,Love in C Minor,Cerrone,,
All Night Long-Mary Jane Girls,All Night Long,Mary Jane Girls,,
Rock Your Baby-George McCrae,Rock Your Baby,George McCrae,,
"More, More, More-Andrea True Connection","More, More, More",Andrea True Connection,,
Give Me The Night-George Benson,Give Me The Night,George Benson,,
"Let's Go Dancing' (Ooh La, La, La)-Kool & The Gang","Let's Go Dancing' (Ooh La, La, La)",Kool & The Gang,,
Rhythm of The Night-DeBarge,Rhythm of The Night,DeBarge,,
Everybody-Madonna,Everybody,Madonna,,
I Wanna Dance with Somebody (Who Loves Me)-Whitney Houston,I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,,
Dancing on the Ceiling-Lionel Richie,Dancing on the Ceiling,Lionel Richie,,
Nightlife-Jody Watley,Nightlife,Jody Watley,,
Strike It Up-Black Box,Strike It Up,Black Box,,
,,,,
061 The Valentine's Day Wedding Cocktail Hour (Volume 2),,,,
My Funny Valentine-Chet Baker,My Funny Valentine,Chet Baker,,
The Nearness of You-Norah Jones,The Nearness of You,Norah Jones,,
L-O-V-E-Nat King Cole,L,O-V-E-Nat King Cole,,
My Baby Just Cares for Me-Nina Simone,My Baby Just Cares for Me,Nina Simone,,
Valentine-Jim Brickman,Valentine,Jim Brickman,,
My One and Only Love-John Coltrane,My One and Only Love,John Coltrane,,
Little Trip to Heaven (On the Wings of Your Love)-Tom Waits,Little Trip to Heaven (On the Wings of Your Love),Tom Waits,,
Do You Feel-Jose James,Do You Feel,Jose James,,
The Closer I Get to You-Roberta Flack & Donny Hathaway,The Closer I Get to You,Roberta Flack & Donny Hathaway,,
Reunited-Peaches & Herb,Reunited,Peaches & Herb,,
Send One Your Love-Stevie Wonder,Send One Your Love,Stevie Wonder,,
What You Won’t Do For Love-Bobby Caldwell,What You Won’t Do For Love,Bobby Caldwell,,
I Blame You-Ledisi,I Blame You,Ledisi,,
Number One Hit-R. Kelly,Number One Hit,R. Kelly,,
Through the Fire-Chaka Khan,Through the Fire,Chaka Khan,,
Power of Love (Love Power)-Luther Vandross,Power of Love (Love Power),Luther Vandross,LENGTH,
...Till the Cops Come Knockin’-Maxwell,...Till the Cops Come Knockin’,Maxwell,,
,,,,
062 The New Age Wedding Cocktail Hour (Volume 1),,,,
Zen Garden Flute-Pan Flute,Zen Garden Flute,Pan Flute,,
Gymnopedie I-Erik Satie,Gymnopedie I,Erik Satie,,
The Celts-Enya,The Celts,Enya,,
Caravansary -Kitaro,Caravansary,Kitaro,,
Nocturne-Secret Garden,Nocturne,Secret Garden,,
Holocene-Bon Iver,Holocene,Bon Iver,,
Moonbathing-Tom Middleton,Moonbathing,Tom Middleton,LENGTH,
Angelic Voices-B-Tribe,Angelic Voices,B-Tribe,,
Segesta-Lino Cannavacciulo,Segesta,Lino Cannavacciulo,,
Orinoco Flow-Enya,Orinoco Flow,Enya,,
Last Train to Lhasa-Banco de Gaia,Last Train to Lhasa,Banco de Gaia,LENGTH,
,,,,
063 The 420 High Times Wedding Cocktail Hour,,,,
Ganja Smuggling-Eek-a-Mouse (reggae),Ganja Smuggling,Eek-a-Mouse (reggae),,
I Get Lifted-George McCrae (R&B/funk),I Get Lifted,George McCrae (R&B/funk),,
Mary Jane-Rick James (R&B/funk),Mary Jane,Rick James (R&B/funk),,
Purple Haze-Jimi Hendrix (rock),Purple Haze,Jimi Hendrix (rock),,
The Joker-Steve Miller Band (rock),The Joker,Steve Miller Band (rock),,
Stoned Soul Picnic-The 5th Dimension (soul),Stoned Soul Picnic,The 5th Dimension (soul),,
"Puff (The Magic Dragon)-Peter, Paul and Mary (folk)",Puff (The Magic Dragon),"Peter, Paul and Mary (folk)",,
Sugar Magnolia-The Grateful Dead (jam band),Sugar Magnolia,The Grateful Dead (jam band),,
Mary Jane’s Last Dance-Tom Petty and the Heartbreakers (rock),Mary Jane’s Last Dance,Tom Petty and the Heartbreakers (rock),,
White Rabbit-Jefferson Airplane (rock),White Rabbit,Jefferson Airplane (rock),,
I Wanna Get High-Cypress Hill (rap/hip hop),I Wanna Get High,Cypress Hill (rap/hip hop),,
Pass The Dutchie-Musical Youth (reggae/international),Pass The Dutchie,Musical Youth (reggae/international),,
One Draw-Rita Marley (reggae),One Draw,Rita Marley (reggae),,
Under Me Sleng Teng-Wayne Smith (reggae),Under Me Sleng Teng,Wayne Smith (reggae),,
Buk-In-Hamm Palace-Peter Tosh (reggae),Buk,In-Hamm Palace-Peter Tosh (reggae),,
Smoke Two Joints-Sublime (reggae/ska),Smoke Two Joints,Sublime (reggae/ska),,
"Young, Wild & Free-Snoop Dogg, Wiz Khalifa f/ Bruno Mars (pop)","Young, Wild & Free","Snoop Dogg, Wiz Khalifa f/ Bruno Mars (pop)",,
,,,,
064 The Bossa Chill Wedding Cocktail Hour,,,,
"New York, New York (Bossa Version)-Wanda Sa","New York, New York (Bossa Version)",Wanda Sa,,
"Mi Lupita, Marimba de Guatemala-Marimba Chapinlandia","Mi Lupita, Marimba de Guatemala",Marimba Chapinlandia,,
How Deep is Your Love (Bossa Version)-Maria Augusta,How Deep is Your Love (Bossa Version),Maria Augusta,,
Killing Me Softly-Flor De Lis,Killing Me Softly,Flor De Lis,,
The Way I Am-Ingrid Michaelson,The Way I Am,Ingrid Michaelson,,
Agua de Beber-Asrtud Gilberto,Agua de Beber,Asrtud Gilberto,,
Impetu-Paco de Lucia,Impetu,Paco de Lucia,,
My One and Only Love-John Coltrane,My One and Only Love,John Coltrane,,
Dance Me to the End of Love-Madeleine Peyroux,Dance Me to the End of Love,Madeleine Peyroux,,
I Melt With You-Nouvelle Vague,I Melt With You,Nouvelle Vague,LYRICS,
The Way You Look Tonight-Tony Bennett,The Way You Look Tonight,Tony Bennett,,
Candela-Buena Vista Social Club,Candela,Buena Vista Social Club,,
Fell in Love with a Girl-Richard Cheese,Fell in Love with a Girl,Richard Cheese,LYRICS,
,,,,
065 The Fourth of July Wedding Cocktail Hour,,,,
The Star Spangled Banner (Live)-Jimi Hendrix,The Star Spangled Banner (Live),Jimi Hendrix,,
The Stars and Stripes Forever-US Marine Band,The Stars and Stripes Forever,US Marine Band,,
America the Beautiful-Ray Charles,America the Beautiful,Ray Charles,,
Pink Houses-John Cougar Mellencamp,Pink Houses,John Cougar Mellencamp,,
R.O.C.K. in the U.S.A.-John Cougar Mellencamp,R.O.C.K. in the U.S.A.,John Cougar Mellencamp,,
Born Free-Kid Rock,Born Free,Kid Rock,,
"Courtesy of the Red, White and Blue-Toby Keith","Courtesy of the Red, White and Blue",Toby Keith,,
Firecracker-Josh Turner,Firecracker,Josh Turner,,
Chicken Fried-Zac Brown Band,Chicken Fried,Zac Brown Band,,
Wagon Wheel-Old Crow Medicine Show,Wagon Wheel,Old Crow Medicine Show,,
Sweet Home Alabama-Lynrd Skynyrd,Sweet Home Alabama,Lynrd Skynyrd,,
